,state,city,site,site_name,year,pm25,pm10,so2,co,no2,ozone
14,Delhi,Delhi,site_122,"Mandir Marg, Delhi - DPCC",2021,103.50571530553906,168.06971106981706,13.874984808677715,,64.20415712169569,19.844568661805024
15,Delhi,Delhi,site_124,"R K Puram, Delhi - DPCC",2021,109.59410909602734,201.95527234112782,17.8303132120724,1.389666337215466,39.859600268870956,47.63231137232185
16,Delhi,Delhi,site_125,"Punjabi Bagh, Delhi - DPCC",2021,113.3365675320064,199.77890030568562,18.992303276747602,,49.38608671144088,46.21312231341624
17,Delhi,Delhi,site_1420,"Ashok Vihar, Delhi - DPCC",2021,117.05392087434008,221.1824630295591,22.61752026593143,1.5551852977418013,43.860388193501734,41.09762851774092
18,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2021,97.03506305043139,187.4176156149779,13.818424334135752,,64.2309467719247,53.0764426132502
19,Delhi,Delhi,site_1422,"Dwarka-Sector 8, Delhi - DPCC ",2021,108.29639685145551,248.80048683859394,5.580019389515978,,30.76379085677184,21.339775013283358
20,Delhi,Delhi,site_1423,"Jahangirpuri, Delhi - DPCC",2021,141.1379778544309,262.6617132477027,10.80741201496396,1.414451206449919,54.19732526216045,23.3457157150971
21,Delhi,Delhi,site_1424,"Jawaharlal Nehru Stadium, Delhi - DPCC",2021,100.86391204575752,193.48176146654302,14.7488238879516,,66.97638383194243,28.79712627960272
22,Delhi,Delhi,site_1425,"Major Dhyan Chand National Stadium, Delhi - DPCC",2021,99.07063848681643,196.75902503954686,6.847655040777491,,29.930738351784395,21.718832943245605
23,Delhi,Delhi,site_1426,"Narela, Delhi - DPCC",2021,119.96313832084235,247.5000042978559,13.345434445867674,,36.18958026297789,43.56975412503553
24,Delhi,Delhi,site_1427,"Najafgarh, Delhi - DPCC",2021,89.34737538121392,162.8991465169282,5.514015784903076,,18.253214671998055,25.49120639698278
25,Delhi,Delhi,site_1428,"Okhla Phase-2, Delhi - DPCC",2021,106.29944284731087,221.22497705340743,15.086047521237107,,54.39677061520153,31.53034573598887
26,Delhi,Delhi,site_1429,"Nehru Nagar, Delhi - DPCC",2021,113.92970370959254,206.69511410530833,13.706172147099833,1.9002446522977101,55.71353925913269,41.983969693400425
27,Delhi,Delhi,site_1430,"Rohini, Delhi - DPCC",2021,119.3371472585094,235.28131334157615,6.514924514611954,,21.703512225364506,18.680650379392223
28,Delhi,Delhi,site_1431,"Patparganj, Delhi - DPCC",2021,116.92617152113111,203.4802738430836,7.119018004243407,,34.98216156068403,26.84229542104703
29,Delhi,Delhi,site_1432,"Sonia Vihar, Delhi - DPCC",2021,118.12078908848399,229.75127318095466,13.313906609239446,,38.572130132302725,39.488935645117536
30,Delhi,Delhi,site_1434,"Wazirpur, Delhi - DPCC",2021,127.23927386300886,,8.980572521266021,,38.90665530344548,15.476286245444628
31,Delhi,Delhi,site_1435,"Vivek Vihar, Delhi - DPCC",2021,126.9625340957168,232.85934830188054,10.931254808606711,,28.48081868378426,21.303212461053224
32,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",2021,132.7815523945826,254.30459592622628,7.354337379299966,,15.721197918805517,21.514617506433137
33,Delhi,Delhi,site_1561,"Mundka, Delhi - DPCC",2021,130.41969460959797,257.89703601101,22.12114530332053,,39.447763388361565,33.627176904707504
34,Delhi,Delhi,site_1562,"Sri Aurobindo Marg, Delhi - DPCC",2021,93.09463410213235,146.0241077909353,7.52097393839736,,26.03378754876784,43.98299825062024
35,Delhi,Delhi,site_1563,"Pusa, Delhi - DPCC",2021,98.35550002795979,211.51828828438457,15.11778465652575,1.4129250490906669,46.78021175804875,24.065988520611832
36,Delhi,Delhi,site_301,"Anand Vihar, Delhi - DPCC",2021,131.54509923243904,281.70081289773157,17.279822447229616,,76.51281161937102,27.158067274951883
37,Delhi,Delhi,site_5024,"Alipur, Delhi - DPCC",2021,113.27639338590477,211.76046459464925,12.353589127428931,,27.04727525208259,28.632087959472017
38,Delhi,Delhi,site_5393,"Chandni Chowk, Delhi - IITM",2021,85.01620561319396,296.7478458613021,6.237773346337719,1.5981712718361252,30.919444000631888,17.893755758725256
39,Delhi,Delhi,site_5395,"Lodhi Road, Delhi - IITM",2021,,,,,45.10328688900035,
